subject	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	exclude
105109322	z	96.25	93.75	78.125	99.21875	100	100	100	96.875	393	392	399	384.5	393	0	0	0	0	0
