subject	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	duration_s	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	exclude_long_duration	exclude	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response
5c958b7bd676900001e1a73b	slash	95	95	84.375	97.65625	96.875	100	96.875	96.875	909.5	871.5	899.5	807.5	870.5	625.79	0	0	0	0	0	0	25	25	25	25	100	24	US	Female	12	White	No	No	NA	A progress bar would be nice
5c9a7a644a640200171c0cc2	slash	71.25	85	25	91.40625	100	87.5	84.375	93.75	548	555.5	543	471.5	534	537.684	0	0	0	0	0	0	25	25	12.5	12.5	75	32	US	Female	18	White	No	No	NA	NA
5c9ebf067114700016da2813	slash	91.25	92.5	62.5	99.21875	100	100	96.875	100	436.5	431.5	525.5	424	442	977.749	0	0	0	0	0	0	25	12.5	0	25	62.5	31	US	Male	14	Multiple	Yes	No	NA	NA
5ca4bade374f11000118f010	z	98.75	95	96.875	96.875	93.75	100	93.75	100	636.5	656	651.5	620.5	638	651.53	0	0	0	0	0	0	25	25	25	25	100	23	US	Male	12	White	No	No	NA	NA
5caa7f8c0d95570013d82f2f	z	93.75	97.5	81.25	99.21875	100	96.875	100	100	571.5	591	592.5	658.5	593.5	635.588	0	0	0	0	0	0	12.5	-12.5	12.5	0	12.5	33	US	Female	18	White	Yes	No	NA	NA
5cab7cc86d3a6e001519d9e9	slash	92.5	97.5	78.125	99.21875	100	100	100	96.875	756.5	755.5	790.5	827.5	768.5	745.424	0	0	0	0	0	0	-25	-25	-25	-25	-100	34	US	Male	12	White	No	No	NA	NA
5cb568ebf0e31e0017d9bf32	z	93.75	91.25	93.75	92.1875	96.875	96.875	90.625	84.375	584	586	677	771.5	648	916.904	0	0	0	0	0	0	25	25	25	25	100	38	US	Female	14	White	No	No	NA	no feedback
5cbb78d664170f00011d7c4f	slash	95	96.25	90.625	96.875	100	90.625	100	96.875	593.5	684	637	621.5	634	708.389	0	0	0	0	0	0	25	25	25	25	100	26	US	Female	16	White	No	No	NA	NA
5cc5e72ce3c44e0015fdf990	slash	91.25	93.75	81.25	95.3125	96.875	93.75	93.75	96.875	509.5	595.5	586	555.5	560	911.928	0	0	0	0	0	0	25	12.5	12.5	0	50	28	US	Not listed: nonbinary	14	White	No	No	NA	NA
5ccba9db385fbf0001f55fd6	z	97.5	95	84.375	99.21875	100	100	100	96.875	473.5	575.5	526	509.5	522.5	692.359	0	0	0	0	0	0	-25	-25	-25	-25	-100	35	US	Female	16	White	No	No	NA	NA
5cd063ce657e300016f6c95a	slash	91.25	97.5	81.25	97.65625	93.75	96.875	100	100	595	654.5	670.5	709	681.5	696.388	0	0	0	0	0	0	-25	-12.5	-12.5	-12.5	-62.5	31	US	Male	14	Multiple	No	No	NA	NA
5cd3ff1ac99584000199dd15	slash	98.75	97.5	100	97.65625	100	100	100	90.625	973.5	998.5	966	997.5	984	1029.679	0	0	0	0	0	0	25	25	25	25	100	37	US	Male	16	White	No	No	NA	NA
5cdad620eae6f70019d4e950	slash	95	97.5	96.875	96.09375	100	100	87.5	96.875	604	676.5	679.5	678.5	660	643.099	0	0	0	0	0	0	25	25	0	25	75	33	US	Male	16	White	No	No	NA	NA
5ced82e372abf2000174775e	z	87.5	95	68.75	96.875	96.875	96.875	93.75	100	479.5	458.5	492	465	476	645.593	0	0	0	0	0	0	12.5	0	0	12.5	25	29	US	Male	16	White	No	No	NA	N/A
5cfb5233df7d70001619ca90	slash	77.5	78.75	90.625	75	90.625	78.125	71.875	59.375	961	934	1139.5	1408	1083	1003.613	0	0	0	0	0	0	25	25	25	12.5	87.5	24	US	Male	16	White	No	No	NA	Great.
5d10102523f6320017c63e07	slash	88.75	90	75	92.96875	96.875	84.375	96.875	93.75	950.5	971	745.5	904	875.5	661.618	0	0	0	0	0	0	25	12.5	25	25	87.5	28	US	Female	16	Black or African American	No	No	NA	NA
5d158f6419d2ed0001e2120c	z	96.25	93.75	84.375	97.65625	100	93.75	100	96.875	620.5	676	634.5	593	627	568.021	0	0	0	0	0	0	25	25	12.5	12.5	75	19	US	Female	12	White	No	No	NA	NA
5d17a2c94d7eea00170c3aca	slash	98.75	100	96.875	100	100	100	100	100	353	374.5	368.5	355.5	363.5	494.465	0	0	0	0	0	0	25	25	25	25	100	25	US	Male	16	Multiple	No	No	NA	NA
5d193535601cd70017727028	slash	88.75	93.75	87.5	92.1875	93.75	100	84.375	90.625	1069	1039	1171.5	1104.5	1089.5	739.837	0	0	0	0	0	0	25	25	25	25	100	37	US	Female	12	White	No	No	NA	NA
5d1ba5653788ac0019ced548	slash	88.75	88.75	78.125	91.40625	100	87.5	87.5	90.625	572.5	659.5	705.5	649.5	635.5	626.097	0	0	0	0	0	0	25	25	25	25	100	39	US	Female	16	White	Yes	No	NA	NA
5d1beb9c9e033e0017a725dc	z	96.25	87.5	81.25	94.53125	100	90.625	96.875	90.625	685.5	893.5	870	968	877	617.685	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	18	Black or African American	No	No	NA	NA
5d1d0270601cd7000172942f	z	95	93.75	90.625	95.3125	100	87.5	93.75	100	904	1016.5	963.5	906.5	932	637.739	0	0	0	0	0	0	25	25	0	25	75	27	US	Female	16	White	No	No	NA	NA
5d1e2045a37a4d001a1fc2cb	slash	95	92.5	71.875	99.21875	100	100	100	96.875	711	843	685	817.5	761.5	874.641	0	0	0	0	0	0	-25	0	-12.5	-12.5	-50	23	US	Male	14	Black or African American	No	No	NA	NA
5d269fedf6dec40019b87a59	z	100	93.75	87.5	99.21875	96.875	100	100	100	665	649.5	658.5	650.5	661.5	1037.386	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	16	White	Yes	No	NA	NA
5d296b94d7d4940015e62ca6	slash	75	80	21.875	91.40625	96.875	90.625	90.625	87.5	330.5	341	331.5	304.5	329.5	665.198	0	0	0	0	0	0	25	12.5	-12.5	12.5	37.5	34	US	Female	21	Multiple	No	No	NA	NA
5d2a3561d3edf900018016a1	slash	93.75	96.25	81.25	98.4375	100	93.75	100	100	453	649.5	537	555.5	538	886.096	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	16	White	No	No	NA	NA
5d2fbee1fb16450018a7a023	slash	78.75	76.25	12.5	93.75	100	100	96.875	78.125	599.5	608	510.5	757	605.5	795.909	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	16	White	No	No	NA	No comments
5d332957d0635b00013bd785	z	97.5	82.5	93.75	89.0625	100	90.625	75	90.625	516.5	574.5	689.5	604.5	590	631.439	0	0	0	0	0	0	12.5	12.5	-25	0	0	27	US	Male	14	White	No	No	NA	NA
5d3522b6eac3d50017df02cb	z	85	96.25	84.375	92.1875	100	93.75	84.375	90.625	577	596	782	643	638	809.392	0	0	0	0	0	0	25	12.5	25	25	87.5	39	US	Male	21	Asian	No	No	NA	NA
5d3cc9010e510a00013df6f6	slash	95	97.5	100	95.3125	96.875	100	90.625	93.75	861	822	834.5	890	857	696.296	0	0	0	0	0	0	25	0	25	25	75	23	US	Male	12	White	Yes	No	NA	NA
5d3df9b23bf3780015abf56f	slash	81.25	87.5	100	80.46875	87.5	90.625	68.75	75	880	856.5	862.5	920.5	875	718.832	0	0	0	0	0	0	25	25	25	25	100	26	US	Female	16	White	No	No	NA	NA
5d48fcc5643eb80001fb43fa	slash	92.5	93.75	93.75	92.96875	100	81.25	93.75	96.875	818	854	860	857	842	658.364	0	0	0	0	0	0	25	25	12.5	25	87.5	29	US	Male	16	White	No	No	NA	no
5d4b14caed2dfc0001a22c1a	z	97.5	88.75	84.375	95.3125	100	93.75	93.75	93.75	401.5	456	428	452.5	428	683.177	0	0	0	0	0	0	25	25	25	25	100	39	US	Female	14	White	No	No	NA	NA
5d4b265b72db9d0015e8aac6	z	98.75	91.25	87.5	96.875	100	90.625	96.875	100	618	674	626.5	638.5	643	748.257	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	16	White	No	No	NA	To proceed to the next screen, I had to press shift+space at times when the experiement page instructed to only press the space bar.
5d4cdc63ec9aa0000112ae43	z	93.75	86.25	81.25	92.1875	96.875	96.875	87.5	87.5	818	723.5	883	821	820	848.813	0	0	0	0	0	0	-25	-25	-25	-25	-100	37	US	Male	16	White	Yes	No	NA	No
5d5315f889849a0001a76d1a	slash	90	87.5	46.875	99.21875	100	96.875	100	100	400	392	414.5	391	400.5	603.394	0	0	0	0	0	0	25	25	25	25	100	37	US	Female	16	Black or African American	No	No	NA	NA
5d53bffa147a7d00015aae5a	slash	86.25	86.25	93.75	84.375	96.875	78.125	81.25	81.25	665	856.5	833	701.5	729	582.077	0	0	0	0	0	0	25	25	12.5	12.5	75	30	US	Female	16	White	No	No	NA	NA
5d5dc2d37bfc8400013b653c	slash	80	81.25	40.625	90.625	96.875	96.875	87.5	81.25	387.5	374	366.5	374.5	375	956.42	0	0	0	0	0	0	25	25	25	25	100	21	US	Female	12	White	Yes	No	NA	had fun
5d63867550d0dd0017805976	slash	97.5	98.75	96.875	98.4375	96.875	100	96.875	100	854.5	814	851	861.5	850	778.128	0	0	0	0	0	0	NA	NA	NA	NA	NA	39	US	Male	16	White	No	NA	NA	NA
5d76d2f7daf4bf00164d585b	z	96.25	97.5	90.625	98.4375	100	96.875	96.875	100	442	468	503.5	429	452.5	1404.054	0	0	0	0	0	0	25	12.5	-25	-25	-12.5	28	US	Female	21	White	No	No	NA	Was super hard to see the smaller shapes. Had to assume the """"fatter"""" small shapes were the circles and squares, but I was never sure
5d7850851841fc0001e9c64d	z	100	97.5	96.875	99.21875	100	100	96.875	100	468	481	513	486.5	486.5	556.02	0	0	0	0	0	0	-25	-12.5	-12.5	-12.5	-62.5	32	US	Female	12	White	No	No	NA	NA
5d7cefc73f9ae70018b400f1	slash	92.5	96.25	87.5	96.09375	100	93.75	93.75	96.875	652.5	669	802.5	761.5	702.5	653.739	0	0	0	0	0	0	25	25	25	25	100	40	US	Male	12	White	No	No	NA	NA
5d7e7207461e51001c5c236c	slash	75	91.25	81.25	83.59375	100	90.625	71.875	71.875	579.5	747.5	778	827.5	737.5	634.958	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	24	US	Male	16	Asian	No	No	NA	cool study
5d7f79e7e41ee70018d9164a	z	98.75	97.5	93.75	99.21875	100	96.875	100	100	673	613.5	643.5	700.5	655.5	627.525	0	0	0	0	0	0	25	25	25	25	100	39	US	Female	12	White	No	No	NA	NA
5d847ac9be4b0b00188463d7	slash	95	100	96.875	97.65625	100	93.75	96.875	100	422	474	459.5	463	458	607.925	0	0	0	0	0	0	25	12.5	25	25	87.5	25	US	Male	12	White	No	No	NA	NA
5d859977611c9700152f11a1	slash	97.5	100	96.875	99.21875	100	96.875	100	100	744	739.5	730.5	688	730	640.446	0	0	0	0	0	0	25	25	25	25	100	29	US	Male	16	White	No	No	NA	No additional feedback.
5d8a29c082fec30001d9c24a	slash	90	95	78.125	96.09375	100	100	90.625	93.75	612.5	542	653.5	607.5	596.5	607.745	0	0	0	0	0	0	25	25	0	25	75	31	US	Male	12	White	No	No	NA	Thank you for the study!
5d96eeed1998fb00177f6b71	slash	88.75	61.25000000000001	90.625	71.09375	78.125	68.75	65.625	71.875	707	783	869.5	797.5	771	835.811	0	0	0	0	0	0	25	25	12.5	25	87.5	24	US	Female	16	Asian	No	No	NA	NA
5da360b12e89480010ef417a	slash	86.25	91.25	75	92.1875	100	93.75	84.375	90.625	600.5	635	645.5	604	623	610.093	0	0	0	0	0	0	25	25	25	25	100	20	US	Male	12	White	Yes	No	NA	No comments
5dc7870428e0d566b626bcb9	slash	88.75	83.75	78.125	88.28125	96.875	78.125	81.25	96.875	497.5	681.5	563	593	586.5	1110.01	0	0	0	0	0	0	25	25	25	25	100	40	US	Female	14	White	No	No	NA	NA
5dcb685070d51c8275d7bd54	z	81.25	66.25	90.625	69.53125	90.625	65.625	56.25	65.625	896	1187	1252.5	1336.5	1105	790.58	0	0	0	0	0	0	25	25	0	12.5	62.5	26	US	Male	16	White	No	No	NA	NA
5dcc3ec7db13278d75c8622f	z	91.25	85	96.875	85.9375	96.875	84.375	87.5	75	676	745.5	603	700.5	668.5	890.92	0	0	0	0	0	0	25	12.5	12.5	25	75	37	US	Female	16	White	No	No	NA	NA
5dcebf4ad2c3e0000ab3debe	slash	91.25	98.75	84.375	97.65625	96.875	96.875	100	96.875	608.5	620.5	624.5	596	613	584.362	0	0	0	0	0	0	25	25	25	25	100	36	US	Female	16	White	No	No	NA	NA
5dceeba4144b510411fb4566	slash	91.25	88.75	90.625	89.84375	90.625	100	87.5	81.25	960	991	997	1041.5	982	941.131	0	0	0	0	0	0	-25	0	0	-12.5	-37.5	37	US	Female	18	White	No	No	NA	Right at the start, the experiment took a little time to load, and I had thought it had frozen, so I did hit the escape key (but didn't exit the experiment).
5dd0749782569a156ed4f658	slash	96.25	97.5	93.75	97.65625	100	93.75	96.875	100	643	685.5	727	729	702	584.31	0	0	0	0	0	0	25	25	25	12.5	87.5	29	US	Male	16	White	No	No	NA	NA
5dd43c63390fb6428d4974f0	z	90	82.5	53.125	94.53125	93.75	87.5	100	96.875	925	1030.5	929	937.5	957	821.549	0	0	0	0	0	0	25	25	25	25	100	38	US	Female	18	White	No	No	NA	NA
5dd91a879dac7c8a7a36fecf	slash	90	97.5	78.125	97.65625	100	96.875	96.875	96.875	940	932.5	902.5	878	901.5	625.777	0	0	0	0	0	0	-25	-25	0	12.5	-37.5	26	US	Male	12	White	No	No	NA	NA
5dd95432cf08aa8dc50bb42a	slash	90	97.5	100	92.1875	93.75	96.875	87.5	90.625	657	743.5	758	609	666.5	722.405	0	0	0	0	0	0	25	25	25	25	100	31	US	Male	16	White	No	No	NA	NA
5dd984381096ea907a3272f2	z	87.5	73.75	62.5	85.15625	81.25	75	90.625	93.75	639.5	829	584	538	612	548.4	0	0	0	0	0	0	-25	12.5	-25	-12.5	-50	21	US	Male	12	White	No	No	NA	NA
5ddd1dd2b48da3c63a3ccdbb	slash	93.75	90	68.75	97.65625	96.875	96.875	100	96.875	691.5	780	695.5	774	746.5	1271.934	0	0	0	0	0	0	25	25	12.5	25	87.5	35	US	Male	16	White	No	No	NA	NA
5ddd92855daaa6d095854780	slash	86.25	96.25	93.75	90.625	96.875	78.125	90.625	96.875	521	582	570	520.5	542	1221.769	0	0	0	0	0	0	-25	-25	0	-12.5	-62.5	38	US	Male	12	White	No	No	NA	NA
5dedf0483711364928753ecd	z	96.25	97.5	93.75	97.65625	100	96.875	93.75	100	462	523.5	527.5	527.5	517	765.581	0	0	0	0	0	0	25	-25	-25	25	0	37	US	Male	16	Asian	No	No	NA	I was born left handed but I eat/write with my right hand.
5dee896cf87f5552d3cd6502	slash	91.25	95	81.25	96.09375	96.875	96.875	93.75	96.875	895	983	956.5	963	939.5	771.035	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	14	White	No	No	NA	NA
5dee933631a7e05381da6b02	slash	93.75	95	75	99.21875	100	100	100	96.875	373.5	428.5	408.5	515	432.5	538.474	0	0	0	0	0	0	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5df15bc3361a8506b94f79ed	slash	95	93.75	81.25	97.65625	100	100	90.625	100	420.5	471	489	467	455.5	770.999	0	0	0	0	0	0	25	12.5	12.5	25	75	34	US	Male	16	Asian	Yes	No	NA	NA
5df180b59b92b1098c0d5818	z	81.25	81.25	78.125	82.03125	78.125	84.375	84.375	81.25	678.5	848.5	801.5	798.5	779.5	763.65	0	0	0	0	0	0	25	12.5	25	12.5	75	37	US	Female	16	White	No	No	NA	NA
5df2f36b617219204de98060	z	90	92.5	90.625	91.40625	100	100	84.375	81.25	476	453	564	655.5	526.5	946.741	0	0	0	0	0	0	-25	-25	-25	-25	-100	30	US	Male	12	Native Hawaiian or Other Pacific Islander	No	No	NA	NA
5e0047b3a99550c62bda2dd6	z	97.5	98.75	90.625	100	100	100	100	100	429	472.5	499.5	488.5	480.5	555.156	0	0	0	0	0	0	25	25	25	12.5	87.5	36	US	Female	12	White	No	No	NA	I could almost feel my brain having to think differently when using the slash key
5e0a434b8676812de85037c3	z	95	95	87.5	96.875	100	100	87.5	100	388	404.5	502.5	405	414	769.149	0	0	0	0	0	0	-25	-12.5	0	0	-37.5	33	US	Male	12	White	No	No	NA	NA
5e0d6dee4f40fb4f60fc0494	z	56.25	52.5	100	42.96875	87.5	81.25	0	3.125	1063.5	1168.5	2000	2000	2000	975.158	0	1	0	1	0	1	25	25	25	25	100	30	US	Female	16	Black or African American	No	No	NA	NA
5e1b9951be8d633cb531644c	z	92.5	97.5	90.625	96.09375	93.75	96.875	93.75	100	718.5	703	689.5	695	697.5	648.313	0	0	0	0	0	0	-25	25	-25	-25	-50	26	US	Male	16	Black or African American	No	No	NA	NA
5e1f7b2a4c9b832b34e7c9d3	slash	100	98.75	96.875	100	100	100	100	100	611	641	668	661.5	645	544.305	0	0	0	0	0	0	-25	-25	-25	-25	-100	31	US	Male	14	White	No	No	NA	NA
5e26762aa8c1118a9d578c4d	z	100	93.75	87.5	99.21875	100	100	100	96.875	551.5	533.5	584	582.5	561	668.114	0	0	0	0	0	0	25	25	25	25	100	32	US	Male	16	Black or African American	No	No	NA	NA
5e2e7d79acf5fe45b62f859a	z	92.5	96.25	78.125	98.4375	100	100	96.875	96.875	535.5	546	548	518.5	538.5	1685.849	0	0	0	0	0	0	25	25	25	25	100	33	US	Female	18	Asian	No	No	NA	NA
5e387f2c0d70ef099d5e5a4f	slash	88.75	97.5	100	91.40625	96.875	93.75	90.625	84.375	838.5	865.5	978.5	1077.5	920	888.576	0	0	0	0	0	0	25	25	12.5	12.5	75	40	US	Male	16	White	No	No	NA	NA
5e38e79295ff561112eae457	slash	98.75	100	96.875	100	100	100	100	100	715.5	733	713.5	709.5	722	1403.805	0	0	0	0	0	0	25	25	25	25	100	37	US	Male	12	White	No	No	NA	NA
5e3dff6b8714b707b9a258b0	z	87.5	86.25	87.5	86.71875	96.875	87.5	90.625	71.875	860.5	938.5	912	1061.5	916.5	1159.466	0	0	0	0	0	0	25	25	25	25	100	38	US	Male	16	White	No	No	NA	NA
5e455faf462e0802d9d9c3e2	slash	97.5	96.25	93.75	97.65625	100	100	90.625	100	589.5	586.5	625.5	607	608	729.075	0	0	0	0	0	0	-25	12.5	-25	-25	-62.5	28	US	Male	12	White	Yes	No	NA	Dominant (left) hand felt more natural in task completion.
5e4a1730c94447480594cea4	z	92.5	98.75	96.875	95.3125	100	96.875	93.75	90.625	725.5	730	790.5	816	757	808.169	0	0	0	0	0	0	25	25	25	25	100	35	US	Female	16	White	No	No	NA	NA
5e4b793f03c92a08a6d28e3f	slash	85	95	75	93.75	100	93.75	87.5	93.75	430.5	518	542	496.5	497.5	500.839	0	0	0	0	0	0	25	25	25	25	100	23	US	Male	12	Asian	No	No	NA	NA
5e4d2e7f6603cd16888864e7	z	98.75	93.75	96.875	96.09375	93.75	100	93.75	96.875	882.5	809	820	830	830	734.066	0	0	0	0	0	0	25	25	25	25	100	25	US	Female	14	White	Yes	No	NA	NA
5e4e844553bc702cdf68404d	z	92.5	98.75	90.625	96.875	90.625	96.875	100	100	888.5	846.5	865.5	885	859.5	1316.588	0	0	0	0	0	0	-25	12.5	25	-25	-12.5	23	US	Female	12	Multiple	No	No	NA	NA
5e5220711b676824eb24c172	z	90	93.75	62.5	99.21875	100	100	100	96.875	514	454	545.5	554.5	522.5	1199.273	0	0	0	0	0	0	25	25	25	25	100	28	US	Female	14	Black or African American	No	No	NA	NA
5e544727059e3744ccdd4c3b	z	93.75	96.25	90.625	96.09375	93.75	100	100	90.625	578	661	595	626.5	605	691.653	0	0	0	0	0	0	-25	-25	-12.5	-12.5	-75	32	US	Female	16	Black or African American	No	No	NA	NA
5e56a66121583601d3c3526a	slash	87.5	86.25	43.75	97.65625	100	90.625	100	100	323.5	317	306.5	358.5	321.5	991.42	0	0	0	0	0	0	-25	-25	-25	-25	-100	27	US	Female	16	Asian	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	z	78.75	75	53.125	82.8125	84.375	87.5	78.125	81.25	897.5	848.5	941	881.5	895	1090.365	0	0	0	0	0	0	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e62dbd8142c3c08017d8728	slash	90	95	87.5	93.75	100	87.5	93.75	93.75	608.5	928.5	814	728	728	723.308	0	0	0	0	0	0	25	25	25	25	100	25	US	Male	12	White	No	No	NA	NA
5e63e793e50a6316a75213c4	z	98.75	98.75	93.75	100	100	100	100	100	593	491	645.5	569.5	580	640.87	0	0	0	0	0	0	25	25	25	25	100	32	US	Male	16	White	No	No	NA	n/a
5e6813ada1c2de09bc51d9b2	z	98.75	91.25	90.625	96.09375	90.625	93.75	100	100	954	965	955	922	949	736.052	0	0	0	0	0	0	25	25	25	25	100	39	US	Male	12	White	No	Not sure (please explain):	I've done about 9000 studies over the last 3 years between MTurk and Prolific. There's no telling if I have or haven't, as a large portion of those are reaction time studies.	NA
5e683c4d6ca0f9000d3f35fe	z	95	95	75	100	100	100	100	100	667.5	627	602	643.5	643	1049.382	0	0	0	0	0	0	25	-12.5	25	12.5	50	34	US	Male	16	White	No	No	NA	NA
5e6d07de9cf1952cdc94bf61	z	88.75	86.25	53.125	96.09375	100	90.625	96.875	96.875	400.5	431	444.5	450	430	1240.431	0	0	0	0	0	0	-25	-25	-25	-25	-100	31	US	Female	18	White	No	No	NA	NA
5e6fca371814a4594af2f420	slash	85	91.25	93.75	86.71875	96.875	100	65.625	84.375	1012.5	1061.5	1272.5	1124.5	1077.5	862.376	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	16	White	No	No	NA	NA
5e753ccd65c9670a250a019b	z	78.75	80	21.875	93.75	96.875	96.875	90.625	90.625	331	347	360.5	346.5	342.5	591.262	0	0	0	0	0	0	-25	0	-25	-12.5	-62.5	19	US	Female	12	Black or African American	No	No	NA	NA
5e761a1c409bdd17b294f631	z	95	98.75	87.5	99.21875	100	100	96.875	100	489	493.5	451	462.5	467.5	483.054	0	0	0	0	0	0	-25	12.5	-12.5	0	-25	25	US	Female	18	Asian	No	No	NA	NA
5e7d09e7f0a5a00c4a1ccf96	slash	97.5	97.5	96.875	97.65625	100	96.875	93.75	100	620.5	665	641	630	645.5	516.702	0	0	0	0	0	0	25	25	25	25	100	23	US	Male	16	White	No	No	NA	NA
5e820eb36551aa02fd72e1dc	slash	92.5	90	84.375	92.96875	87.5	87.5	100	96.875	996.5	938	959.5	929.5	953	709.646	0	0	0	0	0	0	25	25	25	25	100	35	US	Male	12	White	No	No	NA	NA
5e8a69c836bc63718a82cb90	slash	81.25	80	40.625	90.625	100	87.5	90.625	84.375	617.5	715	786	815	722	839.849	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	18	Asian	No	No	NA	NA
5ea3694d838a642e5790ec0a	z	100	93.75	100	96.09375	96.875	96.875	96.875	93.75	818.5	836.5	838.5	881	840.5	753.785	0	0	0	0	0	0	25	25	12.5	25	87.5	20	US	Female	12	White	No	No	NA	NA
5ea9d795dec14d13eb7af3d9	slash	88.75	86.25	43.75	98.4375	100	100	93.75	100	463	428	455.5	460.5	455.5	721.839	0	0	0	0	0	0	-25	-25	12.5	-12.5	-50	32	US	Male	18	Multiple	No	No	NA	n/a
5eae37af3ac6885048af8db3	slash	83.75	86.25	62.5	90.625	100	100	81.25	81.25	395	359.5	517	486	427.5	807.814	0	0	0	0	0	0	25	25	12.5	25	87.5	25	US	Male	14	White	No	No	NA	NA
5eb6df62c23fbf5e87db6b4b	z	98.75	97.5	93.75	99.21875	100	96.875	100	100	778.5	779.5	751.5	811	776.5	642.812	0	0	0	0	0	0	-25	12.5	-25	-12.5	-50	31	US	Female	16	White	No	No	NA	NA
5ebb96b6cd673a0008ace9ce	z	97.5	97.5	100	96.875	100	96.875	93.75	96.875	901	896.5	929.5	996.5	913	658.969	0	0	0	0	0	0	-25	-12.5	-25	-12.5	-75	25	US	Male	14	Asian	No	No	NA	N/A
5eca8de81197051fa92b5a6a	slash	93.75	91.25	65.625	99.21875	100	100	100	96.875	478.5	427	560.5	558	520	577.489	0	0	0	0	0	0	25	25	25	25	100	34	US	Female	18	White	No	No	NA	NA
5ed53833cb34a1098e5e2bce	slash	97.5	100	100	98.4375	100	96.875	96.875	100	1077.5	1058	1097.5	1098	1086	892.439	0	0	0	0	0	0	25	25	12.5	25	87.5	27	US	Female	12	White	No	No	NA	NA
5ed85fbefd7ffe37615b73a4	z	96.25	90	96.875	92.1875	93.75	87.5	90.625	96.875	622.5	658.5	621	648	639.5	617.244	0	0	0	0	0	0	25	12.5	25	25	87.5	27	US	Female	12	White	No	No	NA	NA
5ed9711cfca3941553f2cfd8	z	93.75	95	84.375	96.875	90.625	100	100	96.875	593	487	485.5	541	519	861.914	0	0	0	0	0	0	-25	-25	-25	-25	-100	34	US	Female	16	White	No	No	NA	NA
5eddb464a77718acaaa72ab5	z	97.5	95	87.5	98.4375	100	93.75	100	100	505.5	532	542	532.5	532.5	566.799	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	31	US	Female	16	White	No	Not sure (please explain):	something relatively similar	NA
5eebe4e6e61002183aec9b70	slash	97.5	100	100	98.4375	100	96.875	96.875	100	853.5	846	890	873	859.5	603.461	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	25	US	Male	12	White	No	No	NA	NA
5eecf1789af5910cfeb71b53	z	97.5	96.25	96.875	96.875	100	93.75	93.75	100	933.5	898.5	853.5	882	892	630.063	0	0	0	0	0	0	-25	12.5	-12.5	-12.5	-37.5	21	US	Male	12	White	No	No	NA	NA
5ef37831c37ebb0bbd2d3e03	z	95	90	96.875	91.40625	100	96.875	78.125	90.625	596.5	600.5	610	639	610	738.924	0	0	0	0	0	0	25	25	25	12.5	87.5	26	US	Male	16	Asian	No	No	NA	NA
5ef42ba59401801d9f859e2d	slash	80	92.5	40.625	97.65625	100	100	96.875	93.75	546	522	583	577.5	563	577.255	0	0	0	0	0	0	25	0	12.5	0	37.5	39	US	Male	12	White	No	No	NA	Great Survey Thank You
5ef4b8cf1f15df0ae9c7a706	slash	85	97.5	84.375	92.96875	100	100	81.25	90.625	672	687	744.5	704	699	1221.725	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	29	US	Male	21	Asian	No	No	NA	NA
5ef6601481666334a551ebe7	slash	92.5	88.75	62.5	97.65625	96.875	93.75	100	100	455.5	553	458.5	524	486	586.943	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	23	US	Female	14	Asian	No	No	NA	NA
5efaffccf90911000c95a3cb	slash	87.5	91.25	62.5	96.09375	100	100	90.625	93.75	350	417.5	435.5	453.5	408	1457.631	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	31	US	Male	16	White	No	No	NA	NA
5effca0389eb590c6eed8d4d	z	92.5	86.25	96.875	87.5	90.625	87.5	93.75	78.125	847.5	787.5	797	814	809.5	669.653	0	0	0	0	0	0	25	0	12.5	12.5	50	20	US	Not listed: non-binary	12	Multiple	No	No	NA	NA
5f14606495f8a710716e860e	slash	75	80	31.25	89.0625	93.75	90.625	87.5	84.375	517	442	564.5	463	490	766.474	0	0	0	0	0	0	25	12.5	25	25	87.5	35	US	Female	16	White	Yes	No	NA	it was very difficult to see the shapes
