subject	time_elapsed_ms	blocknum	block_type	block_response	trialnum	target	level	field	target_present	response	correct	rt	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	duration_s	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	exclude	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response
59a07638bfd73c00010ea394	190898	2	main	z	17	square	global	LVF	yes	present	1	797	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	192769	2	main	z	18	circle	global	LVF	yes	present	1	763	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	194425	2	main	z	19	circle	global	RVF	yes	present	1	723	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	196089	2	main	z	20	square	local	LVF	yes	present	1	837	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	197595	2	main	z	21	circle	local	LVF	yes	present	1	702	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	200364	2	main	z	22	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	202353	2	main	z	23	circle	global	RVF	yes	present	1	796	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	203977	2	main	z	24	circle	local	LVF	yes	present	1	821	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	206725	2	main	z	25	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	208529	2	main	z	26	square	global	RVF	yes	present	1	797	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	211356	2	main	z	27	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	213131	2	main	z	28	circle	global	LVF	yes	present	1	791	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	215958	2	main	z	29	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	218059	2	main	z	30	square	global	LVF	yes	present	1	903	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	219977	2	main	z	31	circle	local	RVF	yes	present	1	933	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	221569	2	main	z	32	circle	global	LVF	yes	present	1	802	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	223211	2	main	z	33	circle	local	RVF	yes	present	1	847	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	224819	2	main	z	34	square	local	LVF	yes	present	1	815	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	226553	2	main	z	35	square	local	LVF	yes	present	1	850	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	228193	2	main	z	36	circle	local	LVF	yes	present	1	853	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	230099	2	main	z	37	square	global	LVF	yes	present	1	1103	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	232932	2	main	z	38	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	234769	2	main	z	39	square	global	RVF	yes	present	1	813	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	236361	2	main	z	40	circle	global	LVF	yes	present	1	782	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	237873	2	main	z	41	circle	global	RVF	yes	present	1	723	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	240668	2	main	z	42	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	242370	2	main	z	43	square	global	RVF	yes	present	1	734	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	243921	2	main	z	44	circle	global	RVF	yes	present	1	758	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	245361	2	main	z	45	circle	global	RVF	yes	present	1	651	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	246849	2	main	z	46	square	local	RVF	yes	present	1	723	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	248321	2	main	z	47	circle	global	LVF	yes	present	1	685	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	249753	2	main	z	48	circle	local	RVF	yes	present	1	628	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	251289	2	main	z	49	circle	local	LVF	yes	present	1	637	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	252891	2	main	z	50	circle	global	RVF	yes	present	1	815	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	254545	2	main	z	51	square	local	RVF	yes	present	1	869	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	256177	2	main	z	52	circle	global	LVF	yes	present	1	829	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	257803	2	main	z	53	square	global	LVF	yes	present	1	821	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	259500	2	main	z	54	circle	local	LVF	yes	present	1	870	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	261202	2	main	z	55	square	local	LVF	yes	present	1	837	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	262891	2	main	z	56	square	global	LVF	yes	present	1	855	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	264721	2	main	z	57	circle	local	RVF	yes	present	1	930	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	266546	2	main	z	58	square	global	RVF	yes	present	1	998	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	268377	2	main	z	59	circle	local	RVF	yes	present	1	1004	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	270017	2	main	z	60	square	local	RVF	yes	present	1	836	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	271721	2	main	z	61	square	global	LVF	yes	present	1	854	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	273457	2	main	z	62	square	global	LVF	yes	present	1	893	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	275889	2	main	z	63	absent	absent	absent	no	present	0	1533	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	278716	2	main	z	64	square	global	RVF	yes	absent	0	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	281740	2	main	z	65	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	285006	2	main	z	66	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	286809	2	main	z	67	square	local	LVF	yes	present	1	739	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	289620	2	main	z	68	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	292668	2	main	z	69	square	global	RVF	yes	absent	0	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	294505	2	main	z	70	square	local	LVF	yes	present	1	835	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	296073	2	main	z	71	square	local	RVF	yes	present	1	763	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	297745	2	main	z	72	circle	local	LVF	yes	present	1	860	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	299449	2	main	z	73	circle	local	RVF	yes	present	1	915	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	301113	2	main	z	74	circle	global	LVF	yes	present	1	875	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	303940	2	main	z	75	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	305689	2	main	z	76	circle	local	LVF	yes	present	1	725	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	307473	2	main	z	77	circle	global	LVF	yes	present	1	996	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	308913	2	main	z	78	square	local	LVF	yes	present	1	675	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	311740	2	main	z	79	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	314588	2	main	z	80	absent	absent	absent	no	absent	1	2000	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
