subject	time_elapsed_ms	blocknum	block	trialnum	target_present	response	response_log	correct	rt	block_type
967837532	560664	3	practice_slash	3	yes	present	1	1	669	practice
967837532	565011	3	practice_slash	4	yes	absent	0	0	2000	practice
967837532	569611	3	practice_slash	5	no	absent	0	1	2000	practice
967837532	572496	3	practice_slash	6	yes	present	1	1	601	practice
967837532	577211	3	practice_slash	7	no	absent	0	1	2000	practice
967837532	580167	3	practice_slash	8	yes	present	1	1	590	practice
967837532	583353	3	practice_slash	9	yes	present	1	1	477	practice
967837532	586148	3	practice_slash	10	yes	present	1	1	487	practice
967837532	591162	3	practice_slash	11	yes	absent	0	0	2000	practice
967837532	600038	3	practice_slash	12	yes	present	1	1	995	practice
967837532	607422	3	practice_slash	13	yes	present	1	1	1211	practice
967837532	613835	3	practice_slash	14	yes	present	1	1	658	practice
967837532	618644	3	practice_slash	15	yes	absent	0	0	2000	practice
967837532	622620	3	practice_slash	16	yes	present	1	1	1559	practice
967837532	648745	4	main_slash	1	no	absent	0	1	2000	main
967837532	652394	4	main_slash	2	yes	absent	0	0	2000	main
967837532	655894	4	main_slash	3	no	absent	0	1	2000	main
967837532	659011	4	main_slash	4	no	absent	0	1	2000	main
967837532	661913	4	main_slash	5	yes	present	1	1	470	main
967837532	663999	4	main_slash	6	yes	present	1	1	588	main
967837532	665898	4	main_slash	7	yes	present	1	1	455	main
967837532	669161	4	main_slash	8	yes	absent	0	0	2000	main
967837532	672577	4	main_slash	9	yes	absent	0	0	2000	main
967837532	675694	4	main_slash	10	yes	absent	0	0	2000	main
967837532	677610	4	main_slash	11	yes	present	1	1	617	main
967837532	681112	4	main_slash	12	yes	present	1	1	452	main
967837532	684729	4	main_slash	13	yes	absent	0	0	2000	main
967837532	688027	4	main_slash	14	yes	absent	0	0	2000	main
967837532	690788	4	main_slash	15	yes	present	1	1	545	main
967837532	692578	4	main_slash	16	yes	present	1	1	601	main
967837532	695644	4	main_slash	17	no	absent	0	1	2000	main
967837532	698977	4	main_slash	18	no	absent	0	1	2000	main
967837532	702209	4	main_slash	19	yes	present	1	1	900	main
967837532	705577	4	main_slash	20	yes	absent	0	0	2000	main
967837532	709010	4	main_slash	21	yes	absent	0	0	2000	main
967837532	712311	4	main_slash	22	yes	present	1	1	1001	main
967837532	715805	4	main_slash	23	yes	present	1	1	1112	main
967837532	717951	4	main_slash	24	yes	present	1	1	708	main
967837532	719987	4	main_slash	25	yes	present	1	1	710	main
967837532	722255	4	main_slash	26	yes	present	1	1	1144	main
967837532	725195	4	main_slash	27	yes	present	1	1	619	main
967837532	728494	4	main_slash	28	yes	absent	0	0	2000	main
967837532	731744	4	main_slash	29	yes	absent	0	0	2000	main
967837532	735143	4	main_slash	30	no	absent	0	1	2000	main
967837532	738527	4	main_slash	31	yes	absent	0	0	2000	main
967837532	741843	4	main_slash	32	no	absent	0	1	2000	main
967837532	745061	4	main_slash	33	no	absent	0	1	2000	main
967837532	746769	4	main_slash	34	yes	present	1	1	527	main
967837532	748921	4	main_slash	35	yes	present	1	1	779	main
967837532	751444	4	main_slash	36	yes	present	1	1	901	main
967837532	753397	4	main_slash	37	yes	present	1	1	720	main
967837532	755186	4	main_slash	38	yes	present	1	1	659	main
967837532	757197	4	main_slash	39	yes	present	1	1	1004	main
967837532	758817	4	main_slash	40	yes	present	1	1	507	main
967837532	761794	4	main_slash	41	yes	absent	0	0	2000	main
967837532	764233	4	main_slash	42	yes	present	1	1	1173	main
967837532	767360	4	main_slash	43	yes	absent	0	0	2000	main
967837532	769158	4	main_slash	44	yes	present	1	1	515	main
967837532	770825	4	main_slash	45	yes	present	1	1	599	main
967837532	772342	4	main_slash	46	yes	present	1	1	533	main
967837532	774357	4	main_slash	47	yes	present	1	1	1030	main
967837532	777410	4	main_slash	48	no	absent	0	1	2000	main
967837532	779180	4	main_slash	49	yes	present	1	1	587	main
967837532	781164	4	main_slash	50	yes	present	1	1	888	main
967837532	783767	4	main_slash	51	yes	present	1	1	1557	main
967837532	786910	4	main_slash	52	no	absent	0	1	2000	main
967837532	789548	4	main_slash	53	yes	present	1	1	1237	main
967837532	792597	4	main_slash	54	yes	absent	0	0	2000	main
967837532	796661	4	main_slash	55	no	absent	0	1	2000	main
967837532	798051	4	main_slash	56	yes	present	1	1	591	main
967837532	799776	4	main_slash	57	yes	present	1	1	534	main
967837532	801259	4	main_slash	58	yes	present	1	1	517	main
967837532	802913	4	main_slash	59	yes	present	1	1	636	main
967837532	804730	4	main_slash	60	yes	present	1	1	904	main
967837532	807460	4	main_slash	61	yes	present	1	1	566	main
967837532	810047	4	main_slash	62	yes	present	1	1	969	main
967837532	812284	4	main_slash	63	yes	present	1	1	991	main
967837532	815328	4	main_slash	64	yes	absent	0	0	2000	main
967837532	817319	4	main_slash	65	yes	present	1	1	609	main
967837532	820750	4	main_slash	66	yes	present	1	1	957	main
967837532	823943	4	main_slash	67	no	absent	0	1	2000	main
967837532	825937	4	main_slash	68	yes	present	1	1	710	main
967837532	827576	4	main_slash	69	yes	present	1	1	550	main
967837532	830610	4	main_slash	70	no	absent	0	1	2000	main
967837532	833743	4	main_slash	71	no	absent	0	1	2000	main
967837532	835205	4	main_slash	72	yes	present	1	1	495	main
967837532	836882	4	main_slash	73	yes	present	1	1	638	main
967837532	840577	4	main_slash	74	yes	absent	0	0	2000	main
967837532	842448	4	main_slash	75	yes	present	1	1	571	main
967837532	845744	4	main_slash	76	no	absent	0	1	2000	main
967837532	849327	4	main_slash	77	no	absent	0	1	2000	main
967837532	851657	4	main_slash	78	yes	present	1	1	546	main
967837532	853873	4	main_slash	79	yes	present	1	1	563	main
967837532	855823	4	main_slash	80	yes	present	1	1	913	main
